"id","description","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","review_scores_rating","cancellation_policy","reviews_per_month","price"
"9349949","Welcome to the Bushwick--the most up and coming hip area of Brooklyn! Situated just off the L train, you're in Manhattan in 20 minutes! Ideal for couples, the room is cheap as we haven't rented it out before. Come and be the first :) Private room at the back of the apartment. The room is super clean and well furnished for a comfortable stay. You will have plenty of storage space for your items and we will do whatever we can to make your stay even more enjoyable. The room is cheap as we have not listed this one before. Come and be the first to stay in this room :) In addition to the private bedroom, guests have complete access to the full kitchen for any meals they would like to prepare, as well as the bathroom, family room with a comfy couch and of course the rooftop! I am quite busy with my career and social life, yet I will be around from time to time and am happy to help you in any way I can. Additionally, I can always be reached by phone and and happy to help you with any questions","22819324","2014-10-21","a few days or more","100%","","f","1.0","{email, phone, reviews}","f","Bushwick","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Self Check-In,Lockbox}","1","3","11.0","98.0","flexible","0.5","$45.00"
"20662043","Perfect location for a party of 4 looking for a great place to stay in New York city. Spacious and quiet rooms with A/C, on a nice street just a block off a busy street with subway stations 2 blocks away for 2 / 5 trains. Nearby Flatbush - Ditmas Park, Brooklyn, Manhattan, and great New York experiences... The apartment is very clean, cozy and well equipped to allow you to have a great time during your stay in New York city. Guests have access to the apartment shared areas. The only area that the guests do not have access to is the third bedroom. We are available from 9 till 10:30 most nights. Many children play on the sidewalk while their parents watch them from the front of their homes. Best way to get around in the city of New York is by using public transportation. Once you get to the apartment you are all set for a great experience.","109016966","2016-12-29","within an hour","100%","","f","6.0","{email, phone, facebook, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","t","East Flatbush","Apartment","Private room","4","2.0","2.0","2.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Other pet(s),Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private living room,Private entrance,Bathtub,Room-darkening shades,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Long term stays allowed,Wide doorway,Well-lit path to entrance,Step-free access,Wide doorway,Step-free access,Step-free access}","4","2","1.0","100.0","moderate","0.88","$80.00"
"6854404","Gorgeous 1 bed / 1 bath (+ pullout memory foam couch) overlooking the WTC memorial and with views down West Street. New stainless steel kitchen appliances. 50 HD LCD TV. Extremely comfortable queen bed and queen pullout. Well furnished.","35919822","2015-06-15","","","","f","1.0","{email, phone, reviews, kba}","t","Financial District","Apartment","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Gym,Elevator,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","14","1.0","100.0","flexible","0.04","$130.00"
"4308991","Very Spacious Room with beautiful view of Empire State Building.  Room has very nice queen bed, desk and built in closets. Bose speakers also in room that you are welcome to use. -View of Empire State Building -Two Large Windows -Closets -Queen Size Bed -Bose Speakers In addition to the bedroom, you are welcome to use the living room, kitchen and bathroom, which include: -Flat Screen TV -Apple TV (we have subscriptions to Netflix, HBO GO, Hulu Plus, ESPN) -Nintendo Wii -Jura Espresso Maker -Huge L Shaped couch -Feel free to cook if you would like to I won't be here while you are In wonderful area of East Village that is close to tons of restaurants and bars, SOHO shopping area and Union Square. Although close to a lot of great areas, the apartment is still quiet. -3 subway stations less than 7 minutes walk from apartment -Citibike Station on our corner -Large amount of taxis in neighborhood -Very easy to get from the airport to the city. Just let me know which airport you will get into","6195809","2013-05-02","","","","f","1.0","{email, phone, reviews, jumio, offline_government_id, government_id}","t","East Village","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Shampoo}","1","3","7.0","97.0","strict","0.28","$299.00"
"2043060","Clean and large 1br apt in the middle of EVERYTHING! Great location. Only a few blocks from Central Park, Lincoln Center, Broadway Shows, 2 blocks from MoMa.Time Square is only a few min away. 50 tv, wifi, memory foam queen size mattress. Modern and chic. Clean and large 1br apt in the middle of EVERYTHING! Great location. Only a few blocks from Central Park, Lincoln Center, Broadway Shows, 2 blocks from MoMa.Time Square is only a few min away. 50 tv, wifi, memory foam mattress. Modern and chic.  Location! Location! Location! The apartment located in Midtown/Columbus Cq/HK area. 3 blocks from Central Park South!!! Walking distance to 5th ave (BEST shopping) Lots of museums and tons of restaurants near by... I'd meet you and give you the keys, after that the place is pretty much yours. You can contact me anytime with questions or problems via cellphone. I have subway station (Columbus Cq) 2 blocks away, a few deferent trains would take you ANYWHERE in Manhattan from that station. Walk","1499286","2011-12-12","within a few hours","100%","","f","1.0","{email, phone, facebook, reviews, jumio}","f","Midtown","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Shampoo}","1","5","22.0","94.0","strict","0.48","$195.00"
"13733267","A great big West Village apartment in the middle of all the amazing neighbourhoods; SoHo, Meatpacking, Greenwich Village and Tribeca. It is 10min walk from all the good shopping in SoHo and 5min to the subway that can take you anywhere in Manhattan and the surroundings. It is an old but very charming and spacious apartment with two seperate bedrooms a large kitchen with eating area and a large living room. The TV is without cable-tv, HDMI is available.","10347684","2013-11-30","within a few hours","100%","","f","2.0","{email, phone, reviews, jumio}","t","West Village","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Essentials,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","4","4.0","95.0","moderate","0.29","$225.00"
"14690954","A cozy, charming studio with everything you need, located in the best area in Manhattan! You are no more than a 10 minute walk to Union Sq, Washington Square Park, Highline and other great attractions.  The studio comes equipped with comfy full size bed, a flat screen TV with Netflix and a fully equipped kitchen including a Keurig coffee maker! Located on the ground floor for easy access. As my guests I will leave you with my personal recommendations and tips for a great vacation in NYC! Like most studios in New York City, the place is not large, but it has everything you will need and you will certainly feel comfortable, cozy and at home with the decor and all of the studio's amenities. These include a Flat screen TV with an Amazon fire stick and access to Netflix, a fully equipped kitchen with a breakfast bar and a shower head with great water pressure. Also, I am also always available for any of your questions, concerns, or if you need recommendations for great bars, restaurants, an","91326110","2016-08-22","within an hour","100%","","f","1.0","{email, phone, reviews}","f","Greenwich Village","Apartment","Entire home/apt","3","1.0","0.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Long term stays allowed}","2","2","63.0","94.0","strict","4.8","$175.00"
"13216565","Hello travelers! We are Alessia and Irene. We have experience as AirBnB guests and decided we'd love to give back and share our space with other fellow voyagers visiting New York City. You’ll love our place because of the location, the ambiance, the light, the spaciousness, the quiet. Our place is good for couples, solo adventurers, business travelers, and big groups. It is a 6 floor walk-up, and there are air conditioning units, NOT central air. In New York City it is RARE to live in a space as large as ours! The apartment enjoys spacious bedrooms, a comfortable living room, and most importantly a huge eat-in kitchen. The apartment is also unusually bright as it is on the top floor (6th) of a historic Manhattan building. The rooms have just been repainted, and the kitchen floor retiled and the wood floors polished, and the bathroom regrouted. The whole apartment is yours except for the second bedroom which is our storage space.  You will still have a full bedroom, and the living room ","74120397","2016-05-26","","","","f","1.0","{email, phone, reviews}","f","Morningside Heights","Apartment","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","3.0","93.0","strict","0.21","$179.00"
"9709428","Hello beautiful people! This Apt is located in the heart of Williamsburg. Minutes away from Manhattan and surrounded by many cafes, restaurants and bars. The room is very big for New York and has a Full size bed and a Full size sofa bed. Really close to lower east manhattan, located in Williamsburg, a very artsy and hipster neighborhood with lots of nice cafes, bars, restaurants, organic & traditional supermarkets. Great laundry service just around the corner. Tallest buildings are around 6 floors high, so you can really see the sky :) Minutes walking from cool Williamsburg Bridge, McCarren Park, etc. Minutes away to 3 train lines: 1. JMZ trains to Hewes stop (access lower Manhattan) 2. or G train to Broadway or Metropolitan stop (access Brooklyn north and south) 3. or L train to Lorimer stop (access to mid-Manhattan)","40044130","2015-07-30","","","","f","1.0","{email, phone, reviews, jumio}","t","Williamsburg","Apartment","Private room","3","1.0","1.0","2.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Hair dryer,Laptop friendly workspace}","2","6","2.0","90.0","strict","0.12","$80.00"
"1560615","Spacious Bushwick fully furnished apartment with all new interior/appliances and roof access. Beautiful exposed brick wall, full kitchen. *pictures show the apartment without furniture. it is fully furnished* Guests will have access to a queen sized bed and a comfortable couch for sleeping. There is a comfortable living room including a large reclining chair.  A cat used to live here but does not anymore. This is not an automated listing, please feel free to reach out with any questions.","2275806","2012-05-02","","","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Bushwick","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer}","1","3","6.0","100.0","flexible","0.12","$120.00"
"7403320","Conveniently located next to the R, F, and G trains, this boutique apartment is nestled on the third floor of a small building in South Park Slope.","16378016","2014-06-04","","","","f","1.0","{email, phone, reviews}","f","South Slope","Apartment","Entire home/apt","3","1.0","2.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Carbon monoxide detector,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","3","3.0","100.0","moderate","0.11","$155.00"
"15399031","My place is good for couples, solo adventurers, business travelers, families (with kids), and furry friends (pets). Beautiful cozy brownstone apartment situated in Park slope. Walk out of your apartment to restaurants, and bars minutes away. One bedroom, with closet space, television, full kitchen, and washer/dryer. 3 blocks from train to Manhattan or queens, citi-bikes to explore neighborhood are around the corner from apartment. Sofa bed is a pull out couch just in case you plan on bringing a friend. We are pet friendly but PLEASE let us know prior that you plan on bringing a pet. We are very kind people and if our price is over you're budget we can work with you. We hope we are able to accommodate you on your vacation. While we know our prices are high we pride ourselves on making sure service is perfect and our apartment is spotless. Sure you can find cheaper in the area but we constantly update our space, new couch, new shower curtain, new towels, new throw blankets. We DO NOT bel","86592511","2016-07-28","","","","f","1.0","{email, phone, reviews, jumio, government_id}","t","Gowanus","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Lock on bedroom door,Hangers,Laptop friendly workspace,Private entrance}","1","3","6.0","100.0","strict","0.59","$135.00"
"15411647","My place is close to Church Fruit Farm Inc (24 hr fruit and vegetable stand). Were also close to Prospect Park, Brooklyn Museum, Brooklyn Botanic Garden, Downtown Natural Market, Kings Theatre, Jus Juice, Trini Breakfast Shed II, Strictly Vegetarian Restaurant. You’ll love my place because of the coziness, the kitchen, the breakfast options, The comfy reclining chairs. My place is good for couples, solo adventurers, business travelers, and families. We have anything that you could possibly think of to make your stay feel more like being at home at no extra cost. I am always available to my guest. When I am not at work I am right next door. My husband is also available next door to help with any requests 24 hrs. I love having a 24 hr Farmers Market at the corner. I can always go there if I need something, or if I get the cooking bug at 2 am. The B 35  bus is right down the block on church avenue, the 2 train is walking distance from the house on Church and Nostrand Avenue","98706163","2016-10-07","within a few hours","100%","","t","1.0","{email, phone, facebook, google, linkedin, reviews, jumio, government_id}","t","East Flatbush","House","Entire home/apt","6","1.0","2.0","5.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance}","4","1","59.0","98.0","moderate","5.0","$109.00"
"7430991","Our high ceiling spacious apartment is located in charming Park Slope where subway, restaurants, bars and Barclay Center are just so close to you. We are in a safe, family friendly and authentic Brooklyn community. Nice base for you to explore NYC! This is a full 2 bedroom apartment located in charming Park Slope where subway, restaurants, supermarket, bars and Barclay Center are just so close to you. We are in a safe, family friendly and authentic Brooklyn community. This room can be a Nice base for you to explore NYC~ This is an entire individual apartment. You will have 2 bedrooms and a loft space with a full size bed. We have 2 bathrooms in the apartment. One connect to living room, the other one in side the master bedroom. I live and work nearby and always willing to answer your questions about this apartment or providing tips for exploring NYC. I have been living in Brooklyn for 7 years and also working in Real Estate Business for over 3 years. So It's also my job to explore the ","5853457","2013-04-09","within a few hours","96%","","f","4.0","{email, phone, reviews, jumio}","t","Park Slope","Apartment","Entire home/apt","6","2.0","2.0","3.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Laptop friendly workspace,translation missing: en.hosting_amenity_49}","1","2","45.0","83.0","moderate","2.16","$225.00"
"4581255","Brooklyn Artist Loft is a very big private room with a full size bed and a twin bed on top. This room is a private room with a shared bathroom shared with 2 other guests. The room has a work station and plug in and wifi. It is located in Bay Ridge, Brooklyn, full of nice restaurants and cafes from all over the world. Close to the bay, Subway is 2 blocks away. 25 minutes to Times Square and Central Park. Lutheran Hospital is a 5 minute walk. Great for Medical Students and Doctors and Actors. Fun. After traveling around the world. I brought home influences in design and cooking skills,, from Southern Asia to Morocco to Hawaii.  My home is very colorful and full of good energy and vibes. I want all my guests to be comfortable and well feed.  Big Comfortable Beds w 4 pillows and sheets and blankets. Towels and linens provided and free shampoo and soap.  All rooms have a work station to open up a lab top. Plenty of space and privacy. Cable television and high speed WIFI.  I welcome all my g","21965282","2014-09-30","within an hour","100%","","t","7.0","{email, phone, google, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","t","Bay Ridge","Apartment","Private room","3","1.0","1.0","3.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private living room,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Pocket wifi}","1","14","23.0","98.0","strict","0.71","$75.00"
"7602426","A comfortable sun-lit two-bedroom apartment with luxuriously high ceilings. On a quiet, tree-lined, classic Upper West Side street. Ideal location: easy walk to Central Park, Columbia, and Riverside Park, and 15 minutes by train to Times Square. This two-bedroom apartment is quiet and relaxing despite being located only two and a half blocks from the 1 subway line. The living room's high ceiling and large bay windows - a rarity for New York City - lend a bright and spacious feel to the apartment. One bedroom is in a spacious loft that overlooks the living room; it is carpeted and has a full-size memory foam bed. The other bedroom has twelve-foot ceilings, an adjoined balcony, and a queen-size bed in a mini-loft space. Ladders connect the ground floor to both loft areas. In addition, the sofa can fold out as a bed, and a twin-sized air mattress can be made available upon request. Guests will have full access to the living room, bathroom, kitchen, and, of course, both bedrooms. The kitch","18008678","2014-07-12","within a few hours","100%","","t","2.0","{email, phone, reviews, jumio, work_email}","t","Upper West Side","Apartment","Entire home/apt","5","1.0","2.0","4.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","2","15.0","88.0","strict","0.57","$250.00"
"1929058","My place is close to Ample Hills Creamery, one of the best ice cream shops in the country (Thrillist). 5 min walk to Prospect Park, 15min walk to Brooklyn Museum, Brooklyn Botanical Gardens, & 5th ave shops. s on 5th for the best brunch in town (they also have an amazing happy hour from 4-8 7 days a week). Just a few minutes walking from the b/q and 2/3 trains.  Takes less than 30 minutes to reach manhattan from either (2/3 is a straight shot to One World Trade and B/Q will take you right to Chinatown/Soho areas)!","9990141","2013-11-13","","","","f","1.0","{email, phone, google, reviews, jumio}","t","Prospect Heights","Apartment","Entire home/apt","3","1.0","1.0","3.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator,Indoor fireplace,Buzzer/wireless intercom,Heating,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","5","3.0","100.0","strict","0.28","$140.00"
"6993862","HUGE loft in converted factory, with in building: -COFFEE SHOP -YOGA STUDIO -ROOF DECK -FOOD CO/OP -TATTOO PARLOR -VAPE SHOP -CLOTHING STORES -SHIPPING AND PRINTING STORE -Located in vibrant Bushwick Brooklyn within walking distance to some of the best street art in the US. -Just 3 blocks to subway with easy access to Manhattan, Williamsburg and JFK airport. At your disposal is a comfortable lounge and dining area with a kitchen, and 2 bathrooms, that is all cleaned daily. There is also a HUGE ROOF DECK, as well as mini mall downstairs containing a yoga studio, coffee shop, art gallery, skate shop, and clothing store.  Right across the street are 2 of the biggest vintage shops in Brooklyn. Your room has a brand new super comfortable PILLOW TOP double bed, as well as your own air conditioner and space heater to combat extreme NYC temperatures. Free WIFI :)  We pay for extra for the really fast internet so stream video at ease. We also provide professionally laundered fresh sheets and to","35606248","2015-06-12","within an hour","100%","","f","8.0","{email, phone, reviews, jumio}","t","Williamsburg","Apartment","Private room","2","2.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","76.0","87.0","strict","2.8","$70.00"
"8174115","**30 day minimum** Put your clients up here! Perfect for corporate stay. The ideal location - walking distance to a lot & only 1/2 block from the train. Flex checkin/out. Safe, private spacious apt as reviews state -pics don't do justice! Clean, elevator, strong wifi. Comfortable NYC living! Also perfect set up for a photographer's studio or a dancer/performer who needs lots of light and large mirrors. Live like a local (and I have tons of recommendations of cute places to check out). Huge 700sqft studio apartment with lots of light & high ceilings. Queen-sized mattress bed (note: 2nd bed is an air mattress), kitchenette (microwave/fridge). Elevator building, relaxing safe neighborhood (not as congested, hectic and stressful as times square/penn station)... yet walking distance to major attractions & steps to the subway! Very private separate unit with own key. I occupy the entire floor but travel sporadically - sometimes stay in another unit and sometimes travel. You will have this ap","1322749","2011-10-22","","","","f","3.0","{email, phone, facebook, reviews, kba}","t","Midtown","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace}","1","4","25.0","92.0","moderate","1.04","$125.00"
"10595374","10% OFF. SPECIAL!! Beautiful duplex 4 bedrooms 2.5 bathrooms in a Historical Townhouse This Brooklyn duplex is a great option for somebody who is visiting New York and wants to experience an authentic local experience. The A express train is a six minutes walk from the house. This Brooklyn duplex is a great option for somebody who is visiting New York and wants to experience an authentic local experience. The A express train is a six minutes walk from the house. It takes you to Downtown Manhattan in 15 minutes. The house is located in one of the most vibrant Brooklyn areas, between the  neighborhoods of Bedford-Stuyvesant and Crown Heights.  Walk up the stoop to discover a historical gem with the contemporary comfort.  This home is all about original details with modern comfort after a complete careful renovation. Wood original door moldings, marbled fireplaces and original parquet floors, lending the rooms an airy sophistication. The entire building has been fully renovated but keepin","13731605","2014-03-31","within a few hours","100%","","t","2.0","{email, phone, reviews, kba}","t","Crown Heights","Apartment","Entire home/apt","8","2.5","4.0","4.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox}","6","3","39.0","98.0","strict","2.18","$251.00"
"9473646","Enjoy our apartment with a private bedroom, our spacious living room, shared bathroom, kitchen and garden access. It's in the trendy Cobble Hill area and just 15 minutes from Manhattan. We are offering our extra private bedroom. It's cozy with a new full-sized bed, wardrobe, bookcase, air conditioner and central heat. Towels and sheets are provided. All furniture are brand new as we recently moved in ourselves. The bedroom faces the back so it's very quiet and comfortable. (Full disclosure: it only has a small window, so if you are a sun worshiper, our room may not be appropriate). The apartment is on the second floor, beautiful wood floors, shared bathroom and fully-equipped kitchen. You will also have access to the laundry room and an outdoor backyard. Fully equipped kitchen Dining area Living room Shared full bathroom Washer & dryer Closet Iron and ironing board Hair dryer Towels We will be present during your stay but interact with you only as much as you want. We are both working ","6240859","2013-05-05","","","","t","1.0","{email, phone, reviews, manual_offline, jumio}","t","Carroll Gardens","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","2","11.0","100.0","moderate","0.58","$80.00"
"4129513","The room is in a newly renovated first floor private building/brownstone in the Bedstuy area of Brooklyn NY. Located in the heart of bed-stuy, in the world famous borough of Brooklyn. Street level entry with easy access to public transport. This charming brownstone is truly amazing. It features a spacious apartment and I know the neighbourhood really well. Your amenities will include high-speed internet, TV, clean restrooms and a full kitchen, with all the essentials. The apartment overall is bright and large.  Your bedroom is the second largest in the apartment. The living room is spacious with 1 couch and a small dining table. The kitchen is clean and offers all the essentials for any cooking you choose to do when you're not exploring the city's vibrant restaurant scene. Guests will have access to wireless internet, and a shared living/dining room, kitchen (oven, fridge, microwave, dish-washing machine and kettle) and a bathroom with a bathtub. I love meeting new people. If you want ","18397763","2014-07-19","within an hour","100%","","f","7.0","{email, phone, reviews, jumio}","t","Bedford-Stuyvesant","Apartment","Private room","2","2.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,translation missing: en.hosting_amenity_50}","1","2","14.0","79.0","strict","0.38","$57.00"
"19654252","BEAUTIFUL renovated room in creative Hamilton Heights apartment. Great for couples or solo. Right off the 1 train, and 3 blocks from the ACBD. Full kitchen, bath, and laundry in unit. Lots of natural light, and access to the roof. Room is equip with A/C, humidifyer, essential oil diffuser, and clean sheets/towels.","7449972","2013-07-12","within an hour","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, kba, selfie, government_id, identity_manual}","t","Harlem","Apartment","Private room","2","2.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","2","6.0","84.0","strict","2.4","$69.00"
"66008","Charming 1.5 bedroom sunny ground floor Apt. in a newly renovated owner-occupied 1873 brownstone in the heart of Carroll Gardens. Brand new mechanical, electrical and heating systems. Beautifully renovated in a simple European style on a friendly, quiet, landmark block.  Around the corner from Smith Street and its many restaurants and pubs. One block from Carroll Street F/G train stop. Carroll park and playground one block away. Very baby/kid friendly house and neighborhood.","322884","2010-12-19","within an hour","100%","","t","1.0","{email, phone, reviews}","f","Carroll Gardens","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance,Baby monitor,Outlet covers,Bathtub,High chair,Children’s books and toys,Babysitter recommendations,Pack ’n Play/travel crib,Children’s dinnerware}","2","2","30.0","97.0","strict","0.44","$190.00"
"16312490","Spacious master bedroom with a huge window in a two-bedroom apartment in Morningside Heights/West Harlem. It features a large fully-stocked kitchen and a shared bathroom. Situated on a quiet street in a vibrant neighborhood, there are plenty of restaurants, cafes, and grocery stores. Short- and long-term stays are welcome. A 5 minute walk to C,B subway (110 Cathedral Parkway) which takes you to midtown in under 20 minutes. 1 and 2 subway stops are accessible within 10 minutes. Crosstown M3/4 stop right around the corner.","3240340","2012-08-12","within a few hours","75%","","f","1.0","{email, phone, facebook, reviews, jumio, government_id}","t","Harlem","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Wireless Internet,Kitchen,Elevator,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","1","1.0","40.0","strict","0.11","$75.00"
"15001424","If you want to live in the middle of prime Bushwick, with Roberta's around the corner, impressive warehouse galleries a block away and fierce-looking people wherever you look, this is the place. I would say, without hesitating, that this is the greatest neighborhood of the greatest city in the world. The apartment also has a fantastic roof top. It's the perfect place for solo adventurers.","19165692","2014-07-30","within an hour","100%","","f","1.0","{email, phone, facebook, reviews}","f","Bushwick","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Washer,Dryer,Essentials,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","1.0","100.0","flexible","0.08","$50.00"
"14180715","My place is close to ACGJ Trains! So close to Manhattan, just a 12 minute train ride! Or just stay in Brooklyn because it is awesome! Close to bars, and nine million delis and coffee shops and cute cafes:)! .","84339401","2016-07-17","within a few hours","100%","","f","2.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","Bedford-Stuyvesant","Other","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50}","1","1","15.0","86.0","strict","1.06","$121.00"
