"id","picture_url","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_picture_url","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","price"
"12940","https://a0.muscache.com/im/pictures/350729/39566251_original.jpg?aki_policy=large","50148","2009-10-31","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/50148/profile_pic/1327978483/original.jpg?aki_policy=profile_x_medium","6","{email, phone, facebook, reviews, kba}","t","40.68111224139488","-73.95591103683243","Apartment","Entire home/apt","3","1.0","2","3","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,translation missing: en.hosting_amenity_49,Self Check-In,Lockbox}","3","4","46","2009-12-06","2017-05-31","85","9","8","9","9","7","8","strict","0.48","$110.00"
"2110127","https://a0.muscache.com/im/pictures/54986083-288e-4df7-b6a4-64520e3858ad.jpg?aki_policy=large","4956118","2013-02-03","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/86189910-b630-495a-817b-11579bf00703.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.69346799510133","-73.95358930916768","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Gym,Elevator,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Hangers,Iron,Laptop friendly workspace}","1","7","2","2014-05-22","2014-05-28","91","9","9","10","10","8","9","strict","0.05","$110.00"
"11022939","https://a0.muscache.com/im/pictures/f25917ec-c0f7-484f-b998-2b84a228f891.jpg?aki_policy=large","15285681","2014-05-08","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/15285681/profile_pic/1400817791/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.68806485018192","-73.92032442477978","Apartment","Private room","2","1.5","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Shampoo,Lock on bedroom door,24-hour check-in,Laptop friendly workspace}","1","1","2","2016-10-23","2016-12-31","90","8","6","10","10","9","7","flexible","0.17","$85.00"
"14299576","https://a0.muscache.com/im/pictures/c3508c33-4b9b-488d-a77b-bed29f75ef9c.jpg?aki_policy=large","2153691","2012-04-16","within a day","100%","N/A","t","https://a0.muscache.com/im/pictures/c3835e55-0837-47ba-b818-eace66ebb71a.jpg?aki_policy=profile_x_medium","2","{email, phone, facebook, reviews, kba}","t","40.68762964416953","-73.95497532435995","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Hot water,Bed linens,Extra pillows and blankets}","1","7","2","2016-10-27","2016-12-09","100","10","10","10","10","10","10","flexible","0.18","$155.00"
"12071153","https://a0.muscache.com/im/pictures/249e5546-9082-4c7a-95ab-a23dc7e0ca0b.jpg?aki_policy=large","2596681","2012-06-10","a few days or more","33%","N/A","f","https://a0.muscache.com/im/users/2596681/profile_pic/1389635939/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba, work_email}","t","40.69764059271287","-73.94928681822456","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Washer,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","2","8","2016-05-17","2017-08-06","88","10","9","10","10","9","9","flexible","0.48","$100.00"
"17445068","https://a0.muscache.com/im/pictures/91f74b3d-8832-4a2f-8234-9fc707284d66.jpg?aki_policy=large","311286","2010-12-06","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/311286/profile_pic/1336771583/original.jpg?aki_policy=profile_x_medium","5","{email, phone, reviews}","f","40.6864755351888","-73.92685896984811","Apartment","Private room","2","2.0","1","1","Real Bed","{Smoke detector,translation missing: en.hosting_amenity_49}","1","3","1","2017-08-01","2017-08-01","100","8","8","10","10","6","8","strict","0.48","$60.00"
"14167924","https://a0.muscache.com/im/pictures/f01f63fc-724d-49a4-ba39-213b2d5abb6f.jpg?aki_policy=large","16097862","2014-05-28","within a day","100%","N/A","f","https://a0.muscache.com/im/users/16097862/profile_pic/1421180922/original.jpg?aki_policy=profile_x_medium","3","{email, phone, reviews, kba}","t","40.68700147858129","-73.95905555605489","House","Entire home/apt","5","2.0","4","5","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers}","1","5","1","2016-11-28","2016-11-28","100","10","10","10","10","10","10","flexible","0.10","$500.00"
"9318239","https://a0.muscache.com/im/pictures/0b25555c-0988-4970-82db-1652bd0c3154.jpg?aki_policy=large","40110507","2015-07-31","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/45011013-9108-4c9c-a02c-e436d42f5e5a.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, jumio, kba}","t","40.692581687141875","-73.94361175744852","Apartment","Entire home/apt","3","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Gym,Elevator,Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Iron,Laptop friendly workspace}","1","1","2","2015-11-19","2015-11-29","90","10","9","10","10","10","10","strict","0.09","$90.00"
"19414211","https://a0.muscache.com/im/pictures/76d12486-4f4b-4395-8bf1-16382dca82b0.jpg?aki_policy=large","24047387","2014-11-22","within a few hours","100%","N/A","f","https://a0.muscache.com/im/pictures/898ffb89-8124-4415-ac9d-cd0ef7a6d7ae.jpg?aki_policy=profile_x_medium","2","{email, phone, facebook, reviews, manual_offline, jumio}","t","40.68951028319907","-73.95444318788051","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Gym,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Iron,Private living room}","1","14","1","2017-08-19","2017-08-19","100","10","10","10","10","10","10","strict","0.67","$140.00"
"16788336","https://a0.muscache.com/im/pictures/92610859-a669-4d91-9712-edb960fb59c4.jpg?aki_policy=large","111542307","2017-01-15","within an hour","97%","N/A","f","https://a0.muscache.com/im/pictures/230ecf17-578f-485e-b7e1-3c1e02ff1a4c.jpg?aki_policy=profile_x_medium","6","{email, phone, reviews}","f","40.69599823675852","-73.94330296980513","Apartment","Shared room","1","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","15","2017-03-16","2017-09-13","81","8","8","8","8","8","9","strict","2.24","$20.00"
"16788226","https://a0.muscache.com/im/pictures/7831a109-b2e7-4177-8f59-53df759a5c2d.jpg?aki_policy=large","111542307","2017-01-15","within an hour","97%","N/A","f","https://a0.muscache.com/im/pictures/230ecf17-578f-485e-b7e1-3c1e02ff1a4c.jpg?aki_policy=profile_x_medium","6","{email, phone, reviews}","f","40.69613560482715","-73.94188580693402","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox}","1","2","20","2017-02-01","2017-09-10","88","9","9","9","9","8","9","strict","2.46","$35.00"
"6302460","https://a0.muscache.com/im/pictures/78709946/7c8c2765_original.jpg?aki_policy=large","21211868","2014-09-11","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/21211868/profile_pic/1410450934/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.687281581741644","-73.9410392595833","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials}","1","5","1","2015-06-21","2015-06-21","100","10","8","10","10","10","10","moderate","0.04","$55.00"
"9448152","https://a0.muscache.com/im/pictures/d2628042-6bf2-4960-bcad-ad948b3f0da6.jpg?aki_policy=large","48960226","2015-11-13","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/9fa5bd46-8186-4e6b-9100-9ea448b76a93.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.69195417367499","-73.95611060636068","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Heating,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Laptop friendly workspace}","1","5","4","2016-03-13","2016-03-23","70","9","5","9","8","8","8","flexible","0.21","$40.00"
"9155021","https://a0.muscache.com/im/pictures/6d6f646a-5589-4560-9f52-ce3c99cec1ca.jpg?aki_policy=large","9029954","2013-09-24","within an hour","100%","N/A","t","https://a0.muscache.com/im/pictures/user/7fa1bbcc-f1ca-4b18-9244-adb9bfaaacf7.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, jumio, government_id}","t","40.68065713544345","-73.9462420470391","Townhouse","Private room","2","1.0","1","1","Couch","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room,Window guards,Hot water,Private bathroom,Bed linens,Extra pillows and blankets}","2","1","27","2017-04-01","2017-09-20","99","10","10","10","10","10","10","strict","4.38","$92.00"
"16788137","https://a0.muscache.com/im/pictures/8b1e6a38-058d-40bd-878c-0948250b5fb7.jpg?aki_policy=large","111542307","2017-01-15","within an hour","97%","N/A","f","https://a0.muscache.com/im/pictures/230ecf17-578f-485e-b7e1-3c1e02ff1a4c.jpg?aki_policy=profile_x_medium","6","{email, phone, reviews}","f","40.694741366909675","-73.94262927461594","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","9","2017-02-14","2017-07-06","93","9","9","9","8","9","10","strict","1.17","$30.00"
"11900","https://a0.muscache.com/im/pictures/95aea960-f1c0-471e-bf75-74d158b5a033.jpg?aki_policy=large","45016","2009-10-11","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/45016/profile_pic/1443708357/original.jpg?aki_policy=profile_x_medium","2","{email, phone, facebook, reviews, kba, work_email}","t","40.690177244358075","-73.95222336779693","Apartment","Entire home/apt","5","1.0","2","3","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","3","139","2010-01-18","2017-09-17","90","9","9","10","10","8","9","strict","1.48","$140.00"
"2895511","https://a0.muscache.com/im/pictures/37529876/05583494_original.jpg?aki_policy=large","14291250","2014-04-14","within an hour","100%","N/A","t","https://a0.muscache.com/im/users/14291250/profile_pic/1398642871/original.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, kba}","t","40.68469805662538","-73.91623699216886","House","Entire home/apt","5","1.0","3","3","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private living room,Hot water,Bed linens,Extra pillows and blankets}","5","3","79","2014-06-11","2017-10-01","92","9","9","10","10","9","9","strict","1.96","$95.00"
"16394608","https://a0.muscache.com/im/pictures/0dc332bd-322c-475a-b65f-de101c1f54c8.jpg?aki_policy=large","37236633","2015-07-01","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/239fe559-0028-4cb6-8467-a5ee624beab2.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, jumio}","t","40.68272812321482","-73.93397482167059","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","30","2","2016-12-30","2016-12-31","90","10","9","9","10","10","8","strict","0.22","$50.00"
"4597879","https://a0.muscache.com/im/pictures/d6c76715-02fd-47c3-a175-7fe2011819ff.jpg?aki_policy=large","16431226","2014-06-05","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/84eff480-f731-448c-8c8e-ad111a990237.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.69276725564633","-73.94156368198149","Apartment","Entire home/apt","8","1.0","2","2","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Gym,Elevator,Buzzer/wireless intercom,Heating,Essentials,24-hour check-in}","4","2","64","2015-03-25","2017-09-12","82","9","8","9","9","8","8","strict","2.08","$175.00"
"3549314","https://a0.muscache.com/im/pictures/45291502/708d8ca3_original.jpg?aki_policy=large","269606","2010-10-24","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/269606/profile_pic/1404915296/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.69051672778086","-73.95130961326542","Loft","Entire home/apt","2","1.0","0","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Essentials}","1","6","12","2014-07-28","2015-09-27","95","10","9","10","10","9","10","moderate","0.31","$140.00"
"15206272","https://a0.muscache.com/im/pictures/34cecc3a-b841-4f11-a520-09d0dddd019e.jpg?aki_policy=large","95572265","2016-09-17","within an hour","100%","N/A","t","https://a0.muscache.com/im/pictures/44bf3f99-8987-4b7c-8ff9-5e8f0187fb0a.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.682027721865715","-73.92676210257676","Apartment","Private room","1","2.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Host greets you}","1","3","10","2016-10-08","2017-08-31","98","10","9","10","10","10","10","strict","0.83","$75.00"
"6696127","https://a0.muscache.com/im/pictures/86954375/56971969_original.jpg?aki_policy=large","9946160","2013-11-11","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/9946160/profile_pic/1384707247/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.68192717823496","-73.94063734544011","Townhouse","Entire home/apt","4","1.0","1","2","Real Bed","{Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher}","1","1","2","2015-07-14","2015-07-29","100","10","10","10","10","10","10","strict","0.07","$130.00"
"19278895","https://a0.muscache.com/im/pictures/eaec1093-6359-48f8-b1d2-e62c5249550c.jpg?aki_policy=large","423117","2011-03-04","within a day","88%","N/A","f","https://a0.muscache.com/im/pictures/1665eb71-1319-4654-9e83-e61b2912b6a5.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews}","f","40.682025927532734","-73.92471895148606","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Host greets you}","1","2","2","2017-06-24","2017-09-24","100","10","9","10","10","9","10","moderate","0.59","$70.00"
"6827028","https://a0.muscache.com/im/pictures/97654390/4522ac85_original.jpg?aki_policy=large","10630723","2013-12-15","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/10630723/profile_pic/1387117487/original.jpg?aki_policy=profile_x_medium","4","{email, phone, reviews, manual_offline, jumio}","t","40.68879757460796","-73.9354460381107","Apartment","Entire home/apt","10","2.0","3","7","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox}","6","3","83","2015-08-08","2017-09-26","95","10","10","10","10","8","10","strict","3.16","$177.00"
"16525119","https://a0.muscache.com/im/pictures/f2ee5fd1-e700-44dc-ad31-513c126a5995.jpg?aki_policy=large","449177","2011-03-18","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/76223497-6c3b-4b24-9ca1-dd460cd98a7b.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, jumio, work_email}","t","40.695588342023036","-73.9375986830306","Apartment","Private room","1","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,Self Check-In,Lockbox}","1","3","12","2016-12-30","2017-08-12","100","10","9","10","10","10","10","moderate","1.30","$40.00"
"11282208","https://a0.muscache.com/im/pictures/cdac6c63-e6ea-4ac7-aa86-eea39aeba6b1.jpg?aki_policy=large","1779599","2012-02-20","a few days or more","0%","N/A","f","https://a0.muscache.com/im/pictures/4182712a-417f-4f5c-a4b4-93e7cd171ff0.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, linkedin, reviews, kba, work_email}","t","40.68555918935992","-73.92766547994142","Apartment","Entire home/apt","6","1.5","2","3","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49}","4","4","2","2016-07-28","2017-07-31","100","9","10","10","10","9","9","strict","0.14","$195.00"
"20194954","https://a0.muscache.com/im/pictures/b7304052-3142-483a-8b10-a759fe16bf73.jpg?aki_policy=large","13462855","2014-03-23","within an hour","80%","N/A","f","https://a0.muscache.com/im/pictures/70aa9b5c-b079-47a2-a1b5-77837133327c.jpg?aki_policy=profile_x_medium","1","{phone, facebook, reviews}","f","40.68004058334297","-73.93927666509823","House","Entire home/apt","3","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace,Private entrance}","3","2","4","2017-08-20","2017-09-24","100","10","10","10","10","10","10","strict","2.73","$40.00"
"7481844","https://a0.muscache.com/im/pictures/19d64fa4-ab87-4061-9fc1-7b87a2cd1d93.jpg?aki_policy=large","39181168","2015-07-21","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/39181168/profile_pic/1437523456/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio, kba}","t","40.681902005819985","-73.95403143787266","Apartment","Private room","1","2.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials}","1","3","4","2015-08-02","2015-12-31","95","10","9","10","10","10","10","flexible","0.15","$55.00"
"19801599","https://a0.muscache.com/im/pictures/e94c84ec-2805-4c38-9a59-f054b515f2d3.jpg?aki_policy=large","26055022","2015-01-13","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/bd8ea83c-d16d-426f-89ee-945ac29bb662.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio, work_email}","t","40.6924615720953","-73.93193344513934","Apartment","Entire home/apt","6","1.0","1","3","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Private entrance,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard}","4","2","20","2017-07-16","2017-09-24","100","10","10","10","10","10","10","strict","7.59","$135.00"
"271130","https://a0.muscache.com/im/pictures/f59f663a-3706-443f-a247-ea89e4f3fe42.jpg?aki_policy=large","1417166","2011-11-17","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/1417166/profile_pic/1321554190/original.jpg?aki_policy=profile_x_medium","5","{email, phone, facebook, reviews, kba}","t","40.68649718918883","-73.95372214819169","Apartment","Private room","1","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Heating,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","5","34","2012-06-08","2017-09-21","97","10","10","10","10","9","10","strict","0.52","$65.00"
"271128","https://a0.muscache.com/im/pictures/85de37ac-5394-401d-9679-794a52612244.jpg?aki_policy=large","1417166","2011-11-17","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/1417166/profile_pic/1321554190/original.jpg?aki_policy=profile_x_medium","5","{email, phone, facebook, reviews, kba}","t","40.68883811333368","-73.95059145840496","Apartment","Private room","1","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Heating,Smoke detector,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","5","4","2015-08-27","2017-05-20","90","10","10","10","10","10","10","strict","0.16","$60.00"
"18373404","https://a0.muscache.com/im/pictures/5d27376d-5ce0-4c36-a4c5-d424d758b628.jpg?aki_policy=large","14588919","2014-04-22","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/14588919/profile_pic/1414372847/original.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, kba}","t","40.680174071449045","-73.95181664705036","Apartment","Entire home/apt","6","1.0","1","3","Real Bed","{TV,Wireless Internet,Air conditioning,Breakfast,Indoor fireplace,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron}","1","1","38","2017-05-08","2017-09-24","97","10","10","10","10","10","10","moderate","7.70","$125.00"
"8506745","https://a0.muscache.com/im/pictures/108119314/41581f26_original.jpg?aki_policy=large","44037475","2015-09-12","within a few hours","100%","N/A","f","https://a0.muscache.com/im/pictures/403fbd98-7c59-4d0c-b4bf-16c1181f11af.jpg?aki_policy=profile_x_medium","3","{email, phone, google, linkedin, reviews, jumio, work_email}","t","40.69240218799219","-73.96041719822598","Loft","Shared room","1","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector}","1","14","33","2015-09-30","2017-08-31","89","9","8","10","9","9","9","strict","1.35","$29.00"
"6038158","https://a0.muscache.com/im/pictures/80168502/ca8e4c27_original.jpg?aki_policy=large","24762401","2014-12-12","within a few hours","98%","N/A","f","https://a0.muscache.com/im/pictures/5969d1a2-4740-4098-bed6-f50050278faf.jpg?aki_policy=profile_x_medium","9","{email, phone, reviews, kba}","t","40.69093134522038","-73.95026074325435","Apartment","Private room","2","2.0","1","1","Real Bed","{Internet,Smoke detector,Wireless Internet,Carbon monoxide detector,Air conditioning,First aid kit,Kitchen,Essentials,Heating}","1","2","59","2015-05-21","2017-09-13","84","9","8","9","9","9","9","strict","2.04","$65.00"
"3678796","https://a0.muscache.com/im/pictures/44ba2b2f-aa1b-4621-8630-2b6143029cc9.jpg?aki_policy=large","18693665","2014-07-22","within an hour","100%","N/A","t","https://a0.muscache.com/im/pictures/217bd2bd-28dc-44eb-92b7-19f55f0770da.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, jumio}","t","40.68138396658245","-73.95017911330608","Apartment","Entire home/apt","4","1.0","1","3","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Pets live on this property,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox}","2","2","156","2014-08-08","2017-09-08","95","10","10","10","10","9","9","moderate","4.06","$99.00"
"17441331","https://a0.muscache.com/im/pictures/6b33f4dd-f00e-468a-b28d-0c6c5b699fb5.jpg?aki_policy=large","32406934","2015-05-02","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/9ec9046e-8eaf-411a-8a4a-7acdcec65f63.jpg?aki_policy=profile_x_medium","4","{email, phone, facebook, reviews, jumio, offline_government_id, government_id}","t","40.67985665911425","-73.94156063527767","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","2","2017-06-25","2017-07-28","100","10","10","9","10","9","9","moderate","0.60","$80.00"
"13829549","https://a0.muscache.com/im/pictures/fd263515-ae18-44ba-b1f5-f00f63e27b91.jpg?aki_policy=large","5700708","2013-03-31","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/f2ae61bc-3cda-46c6-80d1-d9cb641bcfd5.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.695088441718646","-73.93670362329424","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","10","2","2016-10-20","2016-11-03","100","10","10","10","10","10","10","strict","0.17","$75.00"
