"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","price"
"20449125","10725461","2013-12-20","within an hour","84%","N/A","f","1","{email, phone, facebook, reviews, manual_offline, jumio}","t","40.859292977025014","-73.8696068625731","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Elevator,Indoor fireplace,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Wide hallway clearance,Wide doorway,Well-lit path to entrance,Step-free access,Wide doorway,Step-free access,Accessible-height toilet,Step-free access,Wide entryway}","2","2","5","2017-08-27","2017-09-28","100","10","10","10","10","10","10","moderate","4.05","$109.00"
"19242246","28840702","2015-03-05","within a few hours","90%","N/A","f","1","{email, phone, facebook, reviews}","f","40.77422405690915","-73.89833002331751","Townhouse","Entire home/apt","3","1.0","1","2","Real Bed","{Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Laptop friendly workspace}","1","1","5","2017-06-25","2017-09-17","95","10","10","10","10","9","9","flexible","1.49","$120.00"
"16860045","97127885","2016-09-28","within an hour","100%","N/A","t","1","{email, phone, google, reviews, kba}","t","40.76813843817451","-73.89573490866643","Apartment","Entire home/apt","3","1.0","2","2","Real Bed","{TV,Wireless Internet,Kitchen,Smoking allowed,Heating,Smoke detector,Fire extinguisher,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox}","2","1","17","2017-01-20","2017-10-01","98","10","9","10","10","10","10","strict","1.98","$52.00"
"8079482","29155779","2015-03-11","within a day","80%","N/A","f","1","{email, phone, reviews, kba}","t","40.77165365451834","-73.901770644381","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials}","2","1","39","2015-10-11","2017-09-17","99","10","10","10","10","10","10","moderate","1.62","$130.00"
"3043548","5871260","2013-04-10","a few days or more","0%","N/A","f","1","{email, phone, reviews, kba}","t","40.772758801803946","-73.90220829960188","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Essentials,Bed linens,Extra pillows and blankets}","1","3","9","2014-08-03","2016-10-29","91","10","8","10","10","10","9","strict","0.23","$100.00"
"13040683","28868609","2015-03-06","N/A","N/A","N/A","f","1","{email, phone, reviews, jumio}","t","40.77266351632031","-73.9026779910605","Apartment","Shared room","3","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","1","1","2016-05-23","2016-05-23","100","10","6","10","10","10","10","flexible","0.06","$100.00"
"5232121","3339701","2012-08-22","within an hour","100%","N/A","f","4","{email, phone, reviews, jumio}","t","40.77775897402653","-73.91612174364607","House","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Extra pillows and blankets,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Single level home,Long term stays allowed,Flat, smooth pathway to front door,Step-free access,Wide doorway,Wide clearance to bed,Step-free access,Wide doorway,Accessible-height toilet,Wide clearance to shower & toilet,Step-free access,Wide entryway,Host greets you}","1","1","61","2015-03-23","2017-09-11","92","9","9","10","10","9","9","strict","1.98","$55.00"
"20269743","68724048","2016-04-24","within an hour","100%","N/A","f","1","{email, phone, reviews}","f","40.77772545480458","-73.9071886443584","Apartment","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Kitchen,Pets allowed,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Laptop friendly workspace}","1","1","3","2017-08-10","2017-08-15","67","6","8","6","6","6","7","flexible","1.64","$35.00"
"21077625","151917172","2017-09-24","N/A","N/A","N/A","f","2","{email, phone, reviews}","f","40.77894501976368","-73.92123903119212","House","Private room","8","1.0","2","4","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance}","1","3","1","2017-09-30","2017-09-30","100","10","10","10","10","10","10","flexible","1","$97.00"
"9505762","35888212","2015-06-15","within an hour","100%","N/A","t","1","{email, phone, reviews, jumio, government_id}","t","40.775731009562776","-73.9128025808416","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Heating,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","77","2015-12-27","2017-08-09","99","10","10","10","10","10","10","strict","3.58","$50.00"
"3644017","5909599","2013-04-13","within an hour","100%","N/A","f","1","{email, phone, reviews, jumio}","t","40.77590933230476","-73.91450138530816","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron}","1","1","18","2014-07-26","2017-08-22","99","10","10","10","10","10","10","strict","0.46","$100.00"
"15716189","18192996","2014-07-16","N/A","N/A","N/A","t","2","{email, phone, reviews, kba}","t","40.77849854060922","-73.91692550879914","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron}","1","1","5","2016-10-30","2017-03-12","100","10","10","10","10","10","10","flexible","0.44","$55.00"
"17624190","100656374","2016-10-21","within an hour","100%","N/A","t","1","{email, phone, reviews}","f","40.78303907872373","-73.91782972900124","House","Entire home/apt","3","1.0","1","2","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Private entrance}","1","3","17","2017-04-03","2017-09-26","100","10","10","10","10","10","10","strict","2.77","$115.00"
"9859181","10237786","2013-11-24","within an hour","100%","N/A","t","1","{email, phone, reviews, kba}","t","40.7827439039675","-73.91317926476302","House","Entire home/apt","8","2.0","3","6","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Private entrance,Bathtub,Pack ’n Play/travel crib,Room-darkening shades}","4","3","51","2016-03-08","2017-09-30","95","10","9","10","10","9","9","strict","2.67","$220.00"
"9825967","50603026","2015-12-05","within an hour","100%","N/A","f","1","{email, phone, reviews, jumio}","t","40.7760494632883","-73.90773737561045","Condominium","Entire home/apt","5","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox}","3","1","100","2015-12-11","2017-09-13","84","9","8","9","9","10","9","strict","4.52","$85.00"
"14788009","69029231","2016-04-26","within an hour","100%","N/A","t","3","{email, phone, facebook, google, reviews, kba, work_email}","t","40.780306321861275","-73.91003014419681","Apartment","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","31","2016-09-15","2017-09-30","99","10","10","10","10","10","10","moderate","2.42","$95.00"
"14021937","57394835","2016-02-04","within a day","70%","N/A","f","1","{email, phone, google, reviews, jumio, government_id}","t","40.77902816645587","-73.91070905864079","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Essentials,Iron,translation missing: en.hosting_amenity_50}","1","3","29","2016-07-27","2017-09-15","99","10","10","10","10","10","10","moderate","2.00","$100.00"
"13927922","82740389","2016-07-09","N/A","N/A","N/A","f","1","{phone, reviews}","f","40.78027810343614","-73.91476550213773","Loft","Entire home/apt","3","1.0","1","1","Airbed","{Wireless Internet,Air conditioning,Kitchen,Family/kid friendly,Smoke detector,Essentials,Lock on bedroom door,Hangers,Laptop friendly workspace}","2","3","5","2016-07-22","2016-09-18","84","10","8","10","8","9","8","strict","0.34","$90.00"
"12147125","24822059","2014-12-14","within an hour","100%","N/A","f","2","{email, phone, reviews, kba}","t","40.778141010822964","-73.9066070826551","Apartment","Entire home/apt","6","1.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","3","2016-04-27","2016-09-06","100","10","10","10","10","10","10","flexible","0.17","$130.00"
"10685496","18192996","2014-07-16","N/A","N/A","N/A","t","2","{email, phone, reviews, kba}","t","40.77939944771867","-73.91645848211355","Apartment","Shared room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace}","1","1","14","2016-02-11","2016-12-12","95","9","9","9","9","9","10","moderate","0.70","$22.00"
"8391132","44213272","2015-09-14","within an hour","100%","N/A","f","5","{email, phone, reviews, jumio, offline_government_id, government_id}","t","40.77229137052499","-73.9162788585058","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","62","2015-09-21","2017-09-20","91","10","10","10","10","9","9","strict","2.50","$55.00"
"8393016","44213272","2015-09-14","within an hour","100%","N/A","f","5","{email, phone, reviews, jumio, offline_government_id, government_id}","t","40.774494368394336","-73.91505302898645","House","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","60","2015-09-21","2017-09-18","94","10","10","10","10","10","9","strict","2.42","$45.00"
"7859360","27289814","2015-02-05","within a day","84%","N/A","t","1","{email, phone, reviews, jumio, government_id}","t","40.77483018003633","-73.91699766757787","Apartment","Private room","2","1.0","1","2","Real Bed","{Internet,Wireless Internet,Kitchen,Breakfast,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Carbon monoxide detector,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace}","1","1","48","2015-08-17","2017-09-28","95","9","9","10","10","10","9","moderate","1.85","$65.00"
"16827715","82339249","2016-07-07","within a day","75%","N/A","f","1","{email, phone, facebook, reviews}","f","40.77234807931433","-73.91789432332844","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private living room,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Flat, smooth pathway to front door,Well-lit path to entrance}","1","5","3","2017-05-02","2017-09-04","100","10","10","10","10","10","10","moderate","0.58","$85.00"
"3929317","20356268","2014-08-21","within an hour","100%","N/A","f","1","{email, phone, reviews, kba}","t","40.773172746559844","-73.91689652440975","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Microwave,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Long term stays allowed,Wide hallway clearance,Flat, smooth pathway to front door,Well-lit path to entrance,Wide clearance to bed,Accessible-height bed,Step-free access}","1","2","70","2014-09-07","2017-09-17","95","10","9","10","10","10","10","strict","1.87","$54.00"
"13330683","75443454","2016-06-02","within an hour","100%","N/A","f","2","{email, phone, reviews}","f","40.77293494892266","-73.91846435322216","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Stair gates,Hot water,Bed linens,Extra pillows and blankets,Pocket wifi,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed,Long term stays allowed,Cleaning before checkout,Wide hallway clearance,Wide doorway,Flat, smooth pathway to front door,Well-lit path to entrance,Step-free access,Wide doorway,Wide clearance to bed,Accessible-height bed,Step-free access,Wide doorway,Fixed grab bars for shower & toilet,Accessible-height toilet,Wide clearance to shower & toilet,Step-free access,Wide entryway}","1","3","24","2016-06-26","2017-09-25","93","10","10","10","10","10","10","strict","1.55","$100.00"
"8444555","44213272","2015-09-14","within an hour","100%","N/A","f","5","{email, phone, reviews, jumio, offline_government_id, government_id}","t","40.77371720505187","-73.91450244957474","House","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","66","2015-09-24","2017-09-05","92","10","10","10","9","9","9","strict","2.67","$40.00"
"8316959","41817016","2015-08-18","within a few hours","100%","N/A","f","1","{email, phone, facebook, reviews, kba, work_email}","t","40.771879264673395","-73.91554671744785","Apartment","Private room","3","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Breakfast,Heating,Smoke detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hair dryer,Bed linens}","1","1","5","2015-09-15","2017-09-03","100","10","10","10","10","10","10","flexible","0.20","$200.00"
"17234796","261608","2010-10-14","N/A","N/A","N/A","f","1","{email, phone, facebook, reviews, jumio, offline_government_id, government_id}","t","40.771999533748854","-73.91847714079854","Apartment","Entire home/apt","3","1.0","2","2","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","1","2","2017-02-14","2017-02-26","80","10","10","10","10","10","10","flexible","0.26","$60.00"
"764052","2618273","2012-06-12","N/A","N/A","N/A","f","1","{email, phone, facebook, reviews, kba}","t","40.77466050019729","-73.91807086853075","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","1","2016-12-27","2016-12-27","100","10","10","10","10","10","10","flexible","0.11","$390.00"
"12972200","71378038","2016-05-10","within a day","90%","N/A","f","2","{email, phone, reviews}","f","40.77687585861009","-73.9278289248121","Apartment","Entire home/apt","4","2.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Pool,Kitchen,Doorman,Gym,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","6","3","2016-08-11","2017-09-19","100","10","10","10","10","10","10","strict","0.21","$125.00"
"3250448","16441089","2014-06-05","within an hour","100%","N/A","f","1","{email, phone, google, reviews, jumio}","t","40.77718326540135","-73.92675944709045","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Hot tub,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","3","7","134","2014-07-15","2017-08-27","88","9","9","10","10","9","9","strict","3.42","$89.00"
"8365172","44089351","2015-09-13","within an hour","100%","N/A","t","1","{phone, reviews}","f","40.77468959995333","-73.90727888690702","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Gym,Hot tub,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo}","1","1","119","2015-09-20","2017-10-01","97","10","10","10","10","10","10","strict","4.79","$45.00"
"1046443","5760970","2013-04-03","within an hour","100%","N/A","f","2","{email, phone, facebook, reviews, jumio, government_id}","t","40.771170722726445","-73.9042698559259","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Free parking on premises,Smoking allowed,Doorman,Gym,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","1","8","2017-07-30","2017-10-02","98","10","9","10","10","8","10","moderate","3.64","$200.00"
"6480685","24597265","2014-12-07","within a few hours","100%","N/A","t","8","{email, phone, reviews, kba}","t","40.77208837434194","-73.91082046887078","House","Private room","1","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49}","1","6","16","2015-08-31","2017-07-25","99","10","10","10","10","10","10","strict","0.63","$45.00"
"19979903","135845936","2017-06-19","within a day","100%","N/A","f","1","{email, phone, reviews}","f","40.772331099826566","-73.91099779838171","Apartment","Private room","2","1.0","1","1","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Hangers,Hair dryer,Iron}","1","3","1","2017-08-20","2017-08-20","100","10","10","10","10","8","10","moderate","0.67","$75.00"
"11625684","1172202","2011-09-17","within an hour","99%","N/A","f","6","{email, phone, reviews, jumio}","t","40.7712315722108","-73.90931729850007","House","Private room","6","1.0","1","3","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Essentials,Lock on bedroom door,24-hour check-in,Laptop friendly workspace}","1","1","58","2016-03-23","2017-09-14","82","9","8","9","9","9","8","moderate","3.11","$100.00"
"20689638","139357580","2017-07-09","within an hour","100%","N/A","f","8","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","40.77340495368273","-73.90857054684498","House","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Indoor fireplace,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","3","2017-09-01","2017-09-15","100","10","10","10","10","10","10","strict","2.73","$125.00"
"11641041","7693749","2013-07-24","within an hour","100%","N/A","t","2","{email, phone, reviews, kba, work_email}","t","40.773099989734966","-73.91245981178187","Apartment","Entire home/apt","7","1.0","3","4","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","6","64","2016-04-16","2017-09-08","97","10","10","10","10","10","10","strict","3.58","$188.00"
"18159825","23187808","2014-10-31","within an hour","100%","N/A","t","2","{email, phone, reviews, jumio, offline_government_id, government_id}","t","40.774122693392584","-73.90609628234076","House","Entire home/apt","4","1.0","0","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Gym,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Private entrance}","1","1","21","2017-04-15","2017-10-01","97","10","10","10","10","10","10","strict","3.68","$99.00"
"15530531","17337288","2014-06-27","within a few hours","100%","N/A","f","4","{email, phone, reviews}","f","40.77462344884879","-73.90773895818548","Condominium","Entire home/apt","4","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","1","9","2016-10-28","2017-07-13","80","8","7","10","10","9","8","strict","0.79","$125.00"
"7927466","3125683","2012-08-01","within a few hours","100%","N/A","f","1","{email, phone, reviews}","f","40.772733466866214","-73.91129999387577","House","Entire home/apt","6","1.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Dryer,Smoke detector,Carbon monoxide detector,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","2","38","2015-08-22","2017-09-04","91","9","8","10","10","10","9","strict","1.47","$150.00"
"8741446","24597265","2014-12-07","within a few hours","100%","N/A","t","8","{email, phone, reviews, kba}","t","40.770577780169724","-73.91091262931965","House","Entire home/apt","7","1.0","3","5","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron}","5","6","35","2016-01-02","2017-09-26","96","10","10","10","10","10","10","strict","1.64","$181.00"
"19875244","34609436","2015-05-30","within an hour","100%","N/A","f","1","{email, phone, reviews}","f","40.77375301750295","-73.91104220062748","Apartment","Private room","1","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Smoke detector,Shampoo,Hangers,Hair dryer,Iron,Host greets you}","1","1","10","2017-08-10","2017-09-27","100","10","10","10","10","10","10","flexible","5.45","$55.00"
"239733","1256874","2011-10-06","within an hour","100%","N/A","t","1","{email, phone, reviews, manual_offline}","t","40.77679441652558","-73.91686688630948","Apartment","Entire home/apt","1","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance}","1","28","41","2011-11-25","2017-08-28","98","10","10","10","10","9","10","strict","0.57","$68.00"
"10735397","24084263","2014-11-23","within a day","50%","N/A","t","1","{email, phone, facebook, reviews, kba, work_email}","t","40.768930740674655","-73.90110385828757","Apartment","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Keypad}","2","30","16","2016-04-12","2017-05-08","96","10","10","10","10","10","10","strict","0.89","$110.00"
"10789911","32003714","2015-04-26","within a day","75%","N/A","f","1","{email, phone, amex, reviews, kba, work_email}","t","40.77567386005004","-73.92202285701127","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","7","1","2016-11-01","2017-04-07","100","10","10","10","10","10","10","flexible","0.09","$80.00"
