"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"8988281","46954097","2015-10-19","within an hour","67%","100%","f","1","['email', 'phone']","f","47.635310702971786","-122.36350557505072","House","Entire home/apt","4","1.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Heating,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","4","1","moderate","$175.00"
"7077910","2843411","2012-07-05","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio', 'kba']","t","47.669327174719676","-122.39259356469373","House","Entire home/apt","6","2.5","3","4","Real Bed","{TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Gym,Indoor Fireplace,Heating,Family/Kid Friendly,Suitable for Events,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","6","4","strict","$170.00"
"3772674","18232665","2014-07-17","within an hour","100%","100%","f","1","['email', 'phone', 'google', 'reviews', 'kba']","t","47.674074155575425","-122.39386405032921","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Hair Dryer,Iron,Laptop Friendly Workspace}","2","3","moderate","$85.00"
"7021906","28770702","2015-03-04","within a few hours","100%","100%","t","4","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","47.67362807262794","-122.38930195133071","House","Entire home/apt","12","3.5","5","7","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Hot Tub,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","3","strict","$465.00"
"7618605","5326074","2013-03-04","within a few hours","100%","100%","f","1","['email', 'phone', 'linkedin', 'reviews', 'jumio', 'kba']","t","47.6684599605579","-122.37951599522182","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Kitchen,Elevator in Building,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials}","1","1","flexible","$175.00"
"10234558","31887689","2015-04-25","within an hour","100%","N/A","f","1","['email', 'phone', 'facebook', 'reviews']","f","47.670662322939705","-122.37866592236749","Condominium","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Gym,Elevator in Building,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo,Hangers,Hair Dryer}","0","1","flexible","$50.00"
"7021702","36805437","2015-06-26","N/A","N/A","N/A","f","1","['email', 'phone']","f","47.67264618041156","-122.38933302722641","Apartment","Private room","2","1.0","1","1","Real Bed","{}","1","1","flexible","$60.00"
"7680439","1612983","2012-01-16","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","47.67317538409765","-122.38225959936203","House","Private room","2","1.0","1","1","Pull-out Sofa","{Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Breakfast,Pets live on this property,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron}","1","1","flexible","$59.00"
"4258515","841009","2011-07-19","within an hour","90%","100%","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","47.66793300136605","-122.37865246762081","Apartment","Private room","4","1.0","1","4","Real Bed","{TV,Air Conditioning,Wheelchair Accessible,Kitchen,Free Parking on Premises,Gym,Pets live on this property,Elevator in Building,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials}","2","1","strict","$47.00"
"1148517","6296335","2013-05-08","within a day","100%","100%","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.67296864487422","-122.39733818247205","House","Entire home/apt","4","1.0","2","2","Real Bed","{Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,First Aid Kit,Essentials,Shampoo}","4","2","moderate","$145.00"
"2487892","1343908","2011-10-27","within a few hours","100%","100%","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.66862741947888","-122.3894959253679","House","Private room","2","1.0","1","1","Futon","{Internet,Wireless Internet,Pets live on this property,Cat(s),Heating,Family/Kid Friendly,Smoke Detector,Shampoo}","1","1","flexible","$70.00"
"3038772","15473800","2014-05-13","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.67011138347177","-122.39386928567664","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Pets live on this property,Dog(s),Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","1","2","moderate","$55.00"
"699460","3587674","2012-09-16","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'jumio']","t","47.671690500882136","-122.38523906517403","House","Private room","4","1.0","1","2","Real Bed","{Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$95.00"
"4085439","21066328","2014-09-08","within an hour","100%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","47.67083617832085","-122.39253711071063","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Wireless Internet,Pets live on this property,Dog(s),Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$125.00"
"8053990","23228606","2014-11-01","within an hour","100%","100%","f","3","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","47.67088677445985","-122.39302934993714","House","Private room","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Indoor Fireplace,Heating,Washer,Dryer,Smoke Detector,Essentials,Shampoo}","1","1","moderate","$65.00"
"7011773","23228606","2014-11-01","within an hour","100%","100%","f","3","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","47.67011497066786","-122.39299444305759","House","Private room","1","1.0","1","1","Pull-out Sofa","{TV,Internet,Wireless Internet,Kitchen,Essentials}","1","1","flexible","$25.00"
"2467550","811494","2011-07-12","within an hour","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'amex', 'reviews', 'kba']","t","47.67430793211146","-122.37674229798985","House","Entire home/apt","4","1.0","0","2","Real Bed","{Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","5","strict","$40.00"
"2686374","2231298","2012-04-26","within an hour","100%","100%","f","4","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.67125039125342","-122.38263911755713","House","Entire home/apt","6","1.0","3","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air Conditioning,Kitchen,Free Parking on Premises,Pets Allowed,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","4","1","moderate","$149.00"
"1956274","7466082","2013-07-13","within an hour","100%","100%","t","1","['email', 'phone', 'reviews', 'jumio']","t","47.6686920575291","-122.39608935555253","Apartment","Entire home/apt","2","1.5","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Pets live on this property,Dog(s),Cat(s),Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","0","3","strict","$125.00"
"8537192","43954674","2015-09-11","within a day","67%","100%","f","3","['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","47.67180552427677","-122.38804711763315","House","Private room","2","0.5","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo}","1","1","flexible","$55.00"
"5919096","53050","2009-11-10","within an hour","100%","N/A","t","2","['email', 'phone', 'facebook', 'reviews', 'jumio']","t","47.671418402650964","-122.38538535838535","Apartment","Entire home/apt","4","1.0","1","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials}","1","5","strict","$129.00"
"6516529","3781927","2012-10-06","N/A","N/A","N/A","f","1","['email', 'phone', 'reviews', 'jumio']","t","47.66874895490854","-122.38386997628157","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","1","1","strict","$100.00"
"3294243","4970133","2013-02-05","within a few hours","100%","100%","t","1","['email', 'phone', 'reviews']","f","47.67268172430127","-122.38773072437924","Apartment","Entire home/apt","4","2.0","2","2","Real Bed","{TV,Wireless Internet,Kitchen,Free Parking on Premises,Elevator in Building,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials}","1","2","moderate","$150.00"
"10210971","24709547","2014-12-10","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","47.669681845352216","-122.39098847061219","Townhouse","Private room","1","1.0","1","1","Real Bed","{Internet,Wireless Internet,Heating,Smoke Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Laptop Friendly Workspace}","1","1","flexible","$50.00"
"3584790","2882219","2012-07-09","within a few hours","100%","N/A","f","1","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.675044037520806","-122.38271491715571","Apartment","Entire home/apt","6","1.0","2","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials,Shampoo}","4","5","moderate","$99.00"
"1266459","2317654","2012-05-07","within a day","100%","100%","f","1","['email', 'phone', 'reviews', 'kba']","t","47.66797916893154","-122.38210544982789","Apartment","Entire home/apt","2","1.5","1","1","Real Bed","{Wireless Internet,Kitchen,Free Parking on Premises,Elevator in Building,Washer,Dryer}","2","2","strict","$150.00"
"9098059","43954674","2015-09-11","within a day","67%","100%","f","3","['email', 'phone', 'facebook', 'google', 'reviews', 'kba']","t","47.67324984968532","-122.38733165189251","Bungalow","Entire home/apt","4","1.0","1","3","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher}","1","2","flexible","$105.00"
"408526","2034501","2012-03-30","within a day","100%","100%","f","2","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.67553326838632","-122.37632401407798","House","Entire home/apt","7","4.0","3","3","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Wheelchair Accessible,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Essentials,Shampoo}","4","14","strict","$218.00"
"4118282","19071753","2014-07-28","within a few hours","100%","100%","f","1","['email', 'phone', 'reviews', 'jumio', 'kba']","t","47.675708114276055","-122.38755942597574","House","Entire home/apt","5","1.5","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Fire Extinguisher,Essentials,Shampoo}","1","1","moderate","$80.00"
"6813483","35674639","2015-06-13","within an hour","67%","100%","f","1","['email', 'phone', 'reviews']","f","47.674771027028115","-122.38583049183896","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air Conditioning,Kitchen,Breakfast,Pets live on this property,Dog(s),Indoor Fireplace,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo}","2","2","moderate","$126.00"
"6590264","24500821","2014-12-04","within an hour","100%","100%","f","1","['email', 'phone', 'reviews']","f","47.669874319189546","-122.38771744416978","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Elevator in Building,Buzzer/Wireless Intercom,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","1","strict","$115.00"
"2650482","205007","2010-08-18","within a day","100%","100%","f","1","['email', 'phone', 'facebook', 'google', 'reviews', 'jumio']","t","47.670975763542906","-122.38782530429948","Apartment","Entire home/apt","4","2.0","2","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Gym,Elevator in Building,Hot Tub,Buzzer/Wireless Intercom,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Shampoo}","1","2","flexible","$225.00"
"20927","79450","2010-02-09","within an hour","100%","100%","t","2","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'kba']","t","47.67333938829472","-122.39512028203794","Cabin","Entire home/apt","2","1.0","1","1","Futon","{TV,Cable TV,Internet,Wireless Internet,Free Parking on Premises,Pets live on this property,Cat(s),Heating,Smoke Detector,Shampoo}","2","2","moderate","$89.00"
"4395578","430709","2011-03-08","within a day","88%","100%","f","36","['email', 'phone', 'facebook', 'linkedin', 'reviews', 'jumio']","t","47.67100488663872","-122.38138141804373","House","Entire home/apt","8","2.5","3","5","Real Bed","{Cable TV,Wireless Internet,Air Conditioning,Kitchen,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Safety Card,Fire Extinguisher,Essentials}","1","3","strict","$225.00"
"4995903","13535511","2014-03-25","N/A","N/A","N/A","f","1","['email', 'phone']","f","47.67170353055552","-122.37633810114097","House","Entire home/apt","1","1.0","0","1","Real Bed","{Internet,Wireless Internet,Kitchen,Heating,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials}","1","1","flexible","$50.00"
"5549211","28770702","2015-03-04","within a few hours","100%","100%","t","4","['email', 'phone', 'facebook', 'google', 'linkedin', 'reviews', 'jumio']","t","47.67175997191882","-122.39002012190964","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Wireless Internet,Kitchen,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","1","3","strict","$134.00"
"8240758","15785670","2014-05-20","N/A","N/A","N/A","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.67481867247337","-122.38752123193476","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Heating,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,Essentials,Shampoo}","1","3","moderate","$75.00"
"6856295","34872403","2015-06-02","within a few hours","90%","100%","f","1","['email', 'phone', 'facebook', 'reviews', 'kba']","t","47.673004006803325","-122.38500476109117","House","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Free Parking on Premises,Hot Tub,Heating,Family/Kid Friendly,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher,Essentials,Shampoo,24-Hour Check-in,Hangers,Hair Dryer,Iron,Laptop Friendly Workspace}","2","1","moderate","$65.00"
"6881188","33225983","2015-05-12","within an hour","100%","100%","f","2","['email', 'phone', 'reviews', 'jumio']","t","47.670394534161645","-122.39389700139684","House","Entire home/apt","6","2.5","3","4","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Essentials,Shampoo}","1","1","moderate","$375.00"
"1579615","8403307","2013-08-26","within an hour","100%","100%","t","2","['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']","t","47.67582151758453","-122.38971013062891","House","Entire home/apt","3","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free Parking on Premises,Gym,Indoor Fireplace,Heating,Family/Kid Friendly,Washer,Dryer,Smoke Detector,Carbon Monoxide Detector,First Aid Kit,Fire Extinguisher}","2","2","strict","$97.00"
